subject,sessionIndex,rep,H.period,H.t,H.i,H.e,H.five,H.Shift.r,H.o,H.a,H.n,H.l,H.Return
s002,5,28,0.07,0.0655,0.062,0.0729,0.0837,0.1033,0.0916,0.1051,0.0766,0.0729,0.0839
s002,5,29,0.0953,0.0689,0.071,0.0842,0.0934,0.0853,0.075,0.0953,0.066,0.0744,0.0779
s002,5,30,0.0734,0.07,0.0657,0.0884,0.0681,0.1154,0.0655,0.1172,0.0718,0.0626,0.0726
s002,5,31,0.0866,0.0884,0.0578,0.0876,0.085,0.1075,0.0776,0.1072,0.0761,0.0713,0.0681
s002,5,32,0.0934,0.0779,0.0694,0.0774,0.0845,0.1028,0.0714,0.1124,0.0631,0.0818,0.0737
s002,5,33,0.0884,0.09,0.0702,0.0858,0.1019,0.1334,0.0795,0.1172,0.0708,0.0829,0.0731
s002,5,34,0.09,0.0869,0.0655,0.0924,0.1035,0.1363,0.0911,0.1183,0.0686,0.0884,0.0657
s002,5,35,0.085,0.0824,0.0729,0.0924,0.0684,0.1186,0.1159,0.1045,0.0792,0.0763,0.0731
s002,5,36,0.0929,0.0813,0.0679,0.0945,0.0631,0.1254,0.0781,0.1032,0.07,0.0781,0.0853
s002,5,37,0.104,0.0853,0.0679,0.0921,0.0903,0.123,0.0929,0.1218,0.0867,0.0937,0.0768
s002,5,38,0.1083,0.0961,0.0758,0.0847,0.1035,0.1109,0.0731,0.1434,0.0806,0.0869,0.0755
s002,5,39,0.0961,0.0832,0.0658,0.0858,0.1011,0.1264,0.0945,0.0961,0.0832,0.0942,0.07
s002,5,40,0.0679,0.1103,0.0668,0.0993,0.1098,0.1299,0.0755,0.1082,0.0626,0.0787,0.0599
s002,5,41,0.0816,0.0892,0.0713,0.0948,0.0966,0.1009,0.0755,0.1172,0.0787,0.0921,0.051
s002,5,42,0.0934,0.094,0.0697,0.0985,0.0937,0.1264,0.0884,0.1162,0.0779,0.0861,0.0663
s002,5,43,0.0953,0.0808,0.0615,0.0747,0.0837,0.1447,0.0702,0.1159,0.074,0.0776,0.0805
s002,5,44,0.088,0.0816,0.0598,0.0806,0.0853,0.1058,0.0847,0.1128,0.0692,0.0692,0.0613
s002,5,45,0.0816,0.089,0.0679,0.0964,0.0639,0.1246,0.0929,0.1111,0.0766,0.0913,0.0824
s002,5,46,0.0562,0.0892,0.081,0.0971,0.0573,0.127,0.0977,0.1085,0.0671,0.0866,0.0832
s002,5,47,0.1016,0.0847,0.0774,0.0895,0.1098,0.1201,0.1045,0.1019,0.0961,0.0858,0.0797
s002,5,48,0.1059,0.0921,0.0723,0.085,0.1029,0.1241,0.0795,0.0935,0.0871,0.1064,0.1061
s002,5,49,0.0607,0.1037,0.089,0.0892,0.0971,0.113,0.0826,0.0816,0.0842,0.0924,0.0729
s002,5,50,0.0942,0.0866,0.0708,0.0964,0.1167,0.0866,0.08,0.1048,0.0808,0.0942,0.0597
s002,6,1,0.0956,0.071,0.062,0.0718,0.1069,0.1104,0.0879,0.1125,0.0687,0.0913,0.065
s002,6,2,0.099,0.0729,0.0679,0.0721,0.0932,0.109,0.0824,0.098,0.0729,0.0715,0.0496
s002,6,3,0.0853,0.0774,0.0708,0.0763,0.0866,0.1022,0.0673,0.1038,0.0732,0.0758,0.0655
s002,6,4,0.0842,0.0705,0.0597,0.0795,0.0723,0.0977,0.0689,0.0998,0.0589,0.0742,0.0657
s002,6,5,0.0702,0.0776,0.0684,0.0734,0.0869,0.0969,0.0692,0.1008,0.0763,0.1085,0.07
s002,6,6,0.0998,0.0726,0.07,0.0871,0.094,0.1035,0.0866,0.1162,0.0874,0.0845,0.0639
s002,6,7,0.0824,0.0789,0.0607,0.0832,0.0795,0.085,0.071,0.1264,0.0921,0.0927,0.0937
s002,6,8,0.1072,0.0837,0.0697,0.0737,0.08,0.0856,0.0863,0.1004,0.0666,0.0781,0.0692
s002,6,9,0.0855,0.0744,0.0586,0.0676,0.0869,0.1144,0.076,0.1067,0.0695,0.0853,0.0774
s002,6,10,0.0837,0.0737,0.0837,0.0684,0.0673,0.1035,0.0771,0.0901,0.0898,0.09,0.0589
s002,6,11,0.0776,0.0866,0.0684,0.0784,0.1019,0.1001,0.0768,0.1608,0.0702,0.1024,0.0676
s002,6,12,0.0689,0.0829,0.0647,0.0729,0.0713,0.1178,0.0763,0.1177,0.0834,0.0834,0.0879
s002,6,13,0.1036,0.0745,0.0719,0.0901,0.0987,0.1206,0.0842,0.1125,0.0713,0.0803,0.0694
s002,6,14,0.0927,0.0702,0.0663,0.0715,0.0945,0.1331,0.0734,0.1167,0.0763,0.0679,0.0805
s002,6,15,0.0871,0.0681,0.0681,0.0737,0.0861,0.0935,0.0816,0.1146,0.0776,0.0861,0.0747
s002,6,16,0.0805,0.0787,0.0697,0.0768,0.089,0.0938,0.0951,0.1135,0.0845,0.0813,0.0808
s002,6,17,0.0882,0.0826,0.074,0.0743,0.094,0.0938,0.0781,0.0863,0.0676,0.0594,0.0713
s002,6,18,0.0721,0.1462,0.0671,0.0843,0.0842,0.0971,0.0671,0.0991,0.0811,0.0758,0.0671
s002,6,19,0.0607,0.0768,0.061,0.0671,0.0755,0.1099,0.0781,0.0847,0.0755,0.0671,0.0713
s002,6,20,0.0789,0.0768,0.0708,0.0665,0.0795,0.099,0.0884,0.1106,0.0602,0.0876,0.0861
s002,6,21,0.08,0.0858,0.0731,0.0774,0.0758,0.1029,0.0789,0.1077,0.0681,0.0808,0.0829
s002,6,22,0.0826,0.0708,0.0521,0.0745,0.0784,0.0906,0.0779,0.1138,0.0658,0.0705,0.0742
s002,6,23,0.099,0.0686,0.0689,0.0774,0.0977,0.0972,0.0792,0.1151,0.0732,0.0763,0.0689
s002,6,24,0.0644,0.0768,0.0644,0.0739,0.0845,0.1123,0.0832,0.1086,0.0602,0.0979,0.0855
s002,6,25,0.0919,0.076,0.0668,0.0874,0.094,0.0766,0.0797,0.0982,0.081,0.0744,0.0795
s002,6,26,0.0847,0.0787,0.0639,0.0874,0.0916,0.1212,0.0945,0.1159,0.0829,0.0737,0.0713
s002,6,27,0.0874,0.0702,0.0639,0.0797,0.0768,0.1001,0.0869,0.1188,0.0718,0.08,0.0776
s002,6,28,0.0929,0.0908,0.0631,0.0795,0.08,0.0977,0.0821,0.0913,0.0747,0.0771,0.0821
s002,6,29,0.0816,0.0779,0.0634,0.0824,0.0789,0.099,0.0808,0.1114,0.07,0.07,0.0766
s002,6,30,0.0898,0.0718,0.0647,0.0805,0.0644,0.0969,0.0813,0.1056,0.0776,0.0739,0.0781
s002,6,31,0.0887,0.0774,0.0634,0.0855,0.1016,0.0975,0.0771,0.1101,0.0708,0.1051,0.0697
s002,6,32,0.0884,0.07,0.0758,0.0723,0.0869,0.0846,0.0808,0.1057,0.0859,0.0544,0.0705
s002,6,33,0.0784,0.0787,0.0599,0.0874,0.0805,0.0877,0.0824,0.1486,0.104,0.0898,0.0916
s002,6,34,0.1072,0.0753,0.0758,0.076,0.0787,0.0819,0.0824,0.1109,0.0948,0.0744,0.0861
s002,6,35,0.0861,0.0726,0.0663,0.0665,0.0879,0.0834,0.0742,0.1074,0.0671,0.0908,0.0784
s002,6,36,0.0821,0.0816,0.07,0.0718,0.0768,0.1106,0.0876,0.1264,0.0713,0.0845,0.07
s002,6,37,0.0866,0.0671,0.0634,0.0715,0.0987,0.0927,0.0774,0.0964,0.075,0.0779,0.0771
s002,6,38,0.0789,0.0779,0.0692,0.0803,0.061,0.1181,0.075,0.1146,0.0702,0.0747,0.0744
s002,6,39,0.09,0.0837,0.0726,0.0853,0.089,0.0925,0.1085,0.1051,0.0797,0.0892,0.1048
s002,6,40,0.0797,0.0729,0.0562,0.0697,0.0774,0.0966,0.0779,0.1098,0.0679,0.0705,0.062
s002,6,41,0.0824,0.076,0.0734,0.081,0.0832,0.1117,0.081,0.1264,0.0613,0.0795,0.0781
s002,6,42,0.0905,0.0837,0.0626,0.0808,0.1035,0.1254,0.0787,0.1,0.0842,0.0858,0.0715
s002,6,43,0.0795,0.0874,0.066,0.0784,0.08,0.0938,0.0905,0.0954,0.0732,0.0847,0.0795
s002,6,44,0.0942,0.0734,0.0642,0.0705,0.0892,0.1,0.0766,0.1109,0.0623,0.0887,0.0832
s002,6,45,0.113,0.0834,0.0589,0.0813,0.0816,0.0996,0.0842,0.0977,0.0726,0.0887,0.0539
s002,6,46,0.0969,0.0784,0.0591,0.0839,0.0908,0.1115,0.0779,0.1051,0.0787,0.0813,0.0676
s002,6,47,0.0599,0.081,0.052,0.0869,0.0832,0.0948,0.0652,0.1162,0.0871,0.081,0.0731
s002,6,48,0.1043,0.076,0.0723,0.0847,0.0964,0.1064,0.0818,0.1219,0.081,0.0855,0.0694
s002,6,49,0.1074,0.0731,0.0655,0.081,0.0832,0.0908,0.0818,0.1106,0.0813,0.0919,0.0797
s002,6,50,0.1151,0.0821,0.0639,0.0929,0.094,0.1228,0.0974,0.1151,0.089,0.0929,0.0576
s002,7,1,0.1016,0.0718,0.0576,0.081,0.0694,0.1212,0.0784,0.1096,0.08,0.0845,0.0766
s002,7,2,0.1095,0.0692,0.0763,0.0768,0.0927,0.1452,0.0974,0.1124,0.0787,0.0774,0.075
s002,7,3,0.1029,0.0694,0.0723,0.0787,0.0979,0.1104,0.089,0.1017,0.085,0.0721,0.0684
s002,7,4,0.1093,0.0702,0.0776,0.071,0.0966,0.1046,0.0929,0.0869,0.0777,0.0829,0.0718
s002,7,5,0.0979,0.0721,0.0721,0.0781,0.0964,0.0996,0.0869,0.1193,0.0977,0.1019,0.0792
s002,7,6,0.0919,0.0911,0.0718,0.0876,0.0853,0.1164,0.0874,0.1028,0.1041,0.081,0.0734
s002,7,7,0.0934,0.0671,0.0774,0.0713,0.0837,0.1156,0.0971,0.0821,0.0618,0.0847,0.0803
s002,7,8,0.0927,0.0665,0.0702,0.0842,0.0927,0.1156,0.0837,0.1206,0.132,0.1003,0.0832
s002,7,9,0.1188,0.0668,0.0866,0.0781,0.0784,0.1104,0.0758,0.0993,0.0776,0.0871,0.0821
s002,7,10,0.1161,0.0628,0.0964,0.0713,0.0821,0.1175,0.1056,0.1267,0.0871,0.0927,0.1035
s002,7,11,0.1069,0.07,0.0774,0.0908,0.0792,0.1342,0.0752,0.1412,0.0887,0.0797,0.0726
s002,7,12,0.0866,0.0684,0.0668,0.0755,0.0737,0.1046,0.085,0.0827,0.0846,0.0924,0.0618
s002,7,13,0.0982,0.0652,0.0639,0.0895,0.0781,0.0885,0.0771,0.1093,0.0663,0.0895,0.0623
s002,7,14,0.0887,0.0594,0.0636,0.0737,0.0721,0.1101,0.076,0.113,0.1011,0.0948,0.0924
s002,7,15,0.0966,0.0845,0.0721,0.0795,0.0803,0.09,0.0853,0.1059,0.0781,0.0921,0.062
s002,7,16,0.0953,0.0763,0.0726,0.0882,0.1074,0.1149,0.0726,0.1175,0.0792,0.095,0.0879
s002,7,17,0.1061,0.1024,0.0781,0.0805,0.0763,0.1017,0.0813,0.1558,0.0792,0.0953,0.081
s002,7,18,0.1043,0.0752,0.0826,0.0839,0.0708,0.1027,0.0948,0.0777,0.0602,0.0956,0.081
s002,7,19,0.1006,0.0615,0.081,0.0597,0.0781,0.0892,0.0932,0.093,0.0851,0.0845,0.0726
s002,7,20,0.118,0.0919,0.0879,0.0858,0.0818,0.1109,0.0969,0.0982,0.09,0.099,0.0839
s002,7,21,0.1212,0.0855,0.0729,0.0993,0.0998,0.1135,0.0887,0.1275,0.0756,0.1135,0.1003
s002,7,22,0.0869,0.0655,0.0647,0.0742,0.0839,0.0932,0.0784,0.0895,0.0855,0.066,0.0805
s002,7,23,0.1272,0.0908,0.0721,0.0816,0.0821,0.0995,0.0884,0.1241,0.0816,0.1241,0.0969
s002,7,24,0.0905,0.0729,0.0855,0.0826,0.0937,0.1004,0.0742,0.112,0.0732,0.0726,0.0837
s002,7,25,0.0919,0.08,0.0706,0.0874,0.099,0.0985,0.0995,0.126,0.0888,0.0993,0.0789
s002,7,26,0.1156,0.0792,0.1064,0.0774,0.0861,0.1017,0.0919,0.1062,0.0885,0.0969,0.0903
s002,7,27,0.1233,0.0797,0.0893,0.0726,0.0953,0.0985,0.0747,0.1127,0.0697,0.0855,0.0797
s002,7,28,0.1204,0.0618,0.0708,0.0774,0.0821,0.1065,0.0962,0.1112,0.0792,0.0805,0.0718
s002,7,29,0.0929,0.0876,0.0781,0.0845,0.07,0.126,0.1025,0.1132,0.0882,0.1014,0.0834
s002,7,30,0.1029,0.0763,0.0735,0.0806,0.1024,0.121,0.1183,0.1185,0.0742,0.1246,0.099
s002,7,31,0.1175,0.0718,0.0776,0.0681,0.0905,0.0713,0.0787,0.1122,0.0919,0.114,0.0792
s002,7,32,0.1256,0.0808,0.0914,0.0903,0.0977,0.1231,0.1024,0.1499,0.1027,0.1227,0.0832
s002,7,33,0.1204,0.0808,0.0882,0.0803,0.1011,0.1178,0.1059,0.1043,0.0763,0.1008,0.0821
s002,7,34,0.0847,0.0808,0.0694,0.1,0.0971,0.1146,0.0742,0.1312,0.089,0.1037,0.0726
s002,7,35,0.0993,0.0689,0.0729,0.1069,0.0921,0.102,0.1006,0.1421,0.1014,0.1309,0.0969
s002,7,36,0.0942,0.0768,0.0723,0.0715,0.0697,0.103,0.0744,0.0887,0.081,0.0995,0.0934
s002,7,37,0.119,0.0781,0.062,0.0895,0.0993,0.1011,0.0932,0.099,0.0956,0.1035,0.0837
s002,7,38,0.0961,0.0874,0.0826,0.0945,0.0876,0.0987,0.0942,0.1109,0.093,0.114,0.1151
s002,7,39,0.1235,0.0816,0.0858,0.1038,0.1259,0.1144,0.0934,0.1117,0.0969,0.0739,0.1124
s002,7,40,0.1024,0.0853,0.0686,0.1066,0.1029,0.0913,0.0792,0.1283,0.0826,0.1029,0.0913
s002,7,41,0.1198,0.0882,0.0914,0.1257,0.1354,0.0977,0.0861,0.1753,0.0874,0.1457,0.0839
s002,7,42,0.0103,0.0747,0.1409,0.1159,0.1151,0.0781,0.1069,0.1022,0.1003,0.1183,0.0755
s002,7,43,0.1051,0.0966,0.0805,0.0966,0.0948,0.0905,0.0876,0.1117,0.0888,0.0942,0.0813
s002,7,44,0.0906,0.0909,0.0708,0.0916,0.1048,0.1143,0.0734,0.0903,0.0784,0.0834,0.0555
s002,7,45,0.099,0.066,0.0618,0.08,0.1043,0.1017,0.0826,0.1162,0.0887,0.094,0.0744
s002,7,46,0.1048,0.0842,0.0652,0.0898,0.0903,0.0954,0.0898,0.1148,0.0818,0.1151,0.0729
s002,7,47,0.1135,0.0729,0.0855,0.0847,0.1011,0.1189,0.094,0.1204,0.0821,0.0869,0.0837
s002,7,48,0.1106,0.0908,0.0898,0.0932,0.0929,0.0993,0.0993,0.1241,0.0911,0.1362,0.0855
s002,7,49,0.1064,0.0853,0.0797,0.0829,0.065,0.0964,0.0995,0.1008,0.0845,0.1061,0.0845
s002,7,50,0.1029,0.0729,0.0771,0.0837,0.0818,0.0972,0.0977,0.1122,0.0776,0.0884,0.1072
s002,8,1,0.1391,0.1481,0.0921,0.1283,0.0808,0.1265,0.1072,0.1613,0.108,0.104,0.1022
s002,8,2,0.1399,0.1354,0.0958,0.1024,0.1016,0.1402,0.1148,0.1473,0.1061,0.1188,0.1053
s002,8,3,0.1278,0.1059,0.0927,0.0879,0.1159,0.1716,0.1095,0.1533,0.0876,0.1473,0.1095
s002,8,4,0.1365,0.1552,0.1152,0.0962,0.1014,0.1511,0.114,0.1505,0.1019,0.137,0.119
s002,8,5,0.1428,0.0961,0.1154,0.0998,0.1051,0.1502,0.1053,0.1513,0.1115,0.142,0.1132
s002,8,6,0.1734,0.1454,0.1193,0.1233,0.0966,0.1431,0.1278,0.1278,0.1032,0.1109,0.0993
s002,8,7,0.1402,0.1114,0.0832,0.1219,0.1022,0.1539,0.1376,0.1608,0.109,0.1367,0.1446
s002,8,8,0.1446,0.1314,0.0993,0.1811,0.1504,0.1307,0.1148,0.1864,0.1215,0.1483,0.1399
s002,8,9,0.1615,0.1241,0.0942,0.1093,0.1533,0.1613,0.1032,0.1639,0.2185,0.1243,0.1161
s002,8,10,0.1682,0.1302,0.1169,0.1336,0.1117,0.1199,0.1594,0.1486,0.1288,0.1354,0.1404
s002,8,11,0.1481,0.1053,0.1106,0.0919,0.1119,0.1428,0.1183,0.1373,0.1194,0.1499,0.1077
s002,8,12,0.1417,0.094,0.1006,0.0934,0.1019,0.142,0.1088,0.1315,0.1243,0.1185,0.094
s002,8,13,0.133,0.0977,0.1177,0.1088,0.1454,0.1391,0.1219,0.1429,0.102,0.1127,0.1027
s002,8,14,0.1824,0.1214,0.0974,0.0781,0.1314,0.1495,0.1198,0.1636,0.1206,0.1024,0.1143
s002,8,15,0.1402,0.0739,0.1014,0.0826,0.1272,0.1233,0.118,0.0979,0.1156,0.1518,0.1206
s002,8,16,0.1787,0.1122,0.1219,0.1462,0.137,0.1388,0.114,0.151,0.0967,0.1309,0.1436
s002,8,17,0.1676,0.1584,0.1254,0.1344,0.1085,0.1455,0.1222,0.123,0.1154,0.1254,0.1188
s002,8,18,0.175,0.1227,0.1301,0.1159,0.1151,0.155,0.1143,0.1185,0.0895,0.1243,0.1206
s002,8,19,0.1665,0.1148,0.1043,0.0879,0.1175,0.1433,0.1317,0.1549,0.0934,0.1433,0.1373
s002,8,20,0.1504,0.1051,0.0956,0.1177,0.1547,0.1453,0.1186,0.1264,0.0953,0.1367,0.1154
s002,8,21,0.1597,0.076,0.0908,0.0805,0.0734,0.1296,0.0961,0.1351,0.0776,0.119,0.1647
s002,8,22,0.1433,0.0937,0.0977,0.1479,0.1259,0.1312,0.1249,0.1618,0.1035,0.1349,0.1077
s002,8,23,0.1526,0.1193,0.1101,0.1357,0.1365,0.1219,0.1201,0.1299,0.076,0.1438,0.0196
s002,8,24,0.1679,0.1006,0.1256,0.095,0.0365,0.1219,0.0613,0.1441,0.0958,0.132,0.1198
s002,8,25,0.1636,0.1119,0.1167,0.0958,0.1497,0.127,0.1014,0.122,0.0924,0.1206,0.1204
s002,8,26,0.1307,0.1088,0.1135,0.1328,0.1059,0.1497,0.1217,0.1215,0.1183,0.161,0.1533
s002,8,27,0.157,0.1204,0.1299,0.0932,0.142,0.1383,0.1378,0.1357,0.1244,0.1576,0.1314
s002,8,28,0.1283,0.1177,0.1074,0.1209,0.1122,0.1415,0.127,0.1225,0.1136,0.1552,0.1293
s002,8,29,0.1383,0.1016,0.1111,0.1217,0.1362,0.161,0.1314,0.1492,0.099,0.1444,0.1423
s002,8,30,0.1454,0.1066,0.1281,0.137,0.1214,0.138,0.1193,0.1285,0.0998,0.1143,0.1148
s002,8,31,0.1705,0.1019,0.1157,0.1413,0.1491,0.1499,0.1146,0.1407,0.095,0.1515,0.1489
s002,8,32,0.1544,0.1404,0.1399,0.1317,0.171,0.1811,0.1446,0.1563,0.1186,0.1259,0.1075
s002,8,33,0.1648,0.1228,0.1433,0.1407,0.1048,0.1053,0.132,0.1486,0.1008,0.0486,0.1022
s002,8,34,0.2093,0.1074,0.1172,0.0934,0.1117,0.1494,0.1491,0.1576,0.127,0.1658,0.1035
s002,8,35,0.1755,0.1006,0.0969,0.127,0.1375,0.1341,0.099,0.1578,0.08,0.1188,0.1293
s002,8,36,0.1412,0.1354,0.1167,0.1397,0.1512,0.1386,0.0963,0.1874,0.0935,0.1251,0.1161
s002,8,37,0.1483,0.1072,0.0966,0.1288,0.1109,0.1576,0.0565,0.1074,0.1423,0.1911,0.1151
s002,8,38,0.1531,0.0839,0.0924,0.1251,0.1721,0.1351,0.1088,0.2056,0.1396,0.1409,0.1138
s002,8,39,0.1198,0.1072,0.0555,0.109,0.1225,0.1446,0.1539,0.154,0.0943,0.1098,0.113
s002,8,40,0.1362,0.1196,0.1212,0.1127,0.1391,0.1548,0.1462,0.147,0.1072,0.1399,0.1146
s002,8,41,0.1557,0.1214,0.1138,0.1099,0.1518,0.1381,0.1309,0.1333,0.113,0.1267,0.127
s002,8,42,0.1528,0.127,0.1264,0.1154,0.1563,0.1689,0.1431,0.147,0.1644,0.161,0.2027
s002,8,43,0.1655,0.1114,0.1497,0.1312,0.1417,0.1455,0.1314,0.1518,0.1024,0.1351,0.0911
s002,8,44,0.1536,0.1307,0.1196,0.1618,0.1449,0.1653,0.1489,0.1613,0.1125,0.1173,0.0977
s002,8,45,0.1552,0.1154,0.1357,0.1391,0.1673,0.1571,0.1267,0.1645,0.1003,0.1285,0.0768
s002,8,46,0.1502,0.065,0.0985,0.0908,0.108,0.1003,0.1217,0.1212,0.0845,0.1061,0.1014
s002,8,47,0.2072,0.1161,0.1051,0.1093,0.1296,0.1351,0.1172,0.1206,0.0911,0.1367,0.1246
s002,8,48,0.1642,0.085,0.1222,0.0863,0.1378,0.1539,0.1349,0.1552,0.1526,0.1051,0.1259
s002,8,49,0.1623,0.0871,0.1444,0.1175,0.1642,0.1466,0.1209,0.1225,0.1122,0.1539,0.1154
s002,8,50,0.1792,0.1212,0.1425,0.0998,0.1072,0.0407,0.1338,0.1547,0.0995,0.1399,0.108
s003,1,1,0.1333,0.1246,0.133,0.0934,0.0697,0.0964,0.1225,0.1291,0.109,0.1003,0.1035
s003,1,2,0.1307,0.1214,0.0956,0.1267,0.0964,0.1025,0.1267,0.1016,0.0781,0.1138,0.1035
s003,1,3,0.1143,0.1148,0.1468,0.1504,0.085,0.1196,0.1497,0.1132,0.1351,0.1227,0.08
s003,1,4,0.1328,0.0985,0.1222,0.1423,0.108,0.1114,0.1391,0.147,0.0892,0.109,0.0958
s003,1,5,0.1217,0.1175,0.1175,0.0824,0.1056,0.1051,0.1169,0.1288,0.0618,0.0971,0.0987
s003,1,6,0.132,0.1217,0.0964,0.0945,0.1093,0.128,0.1238,0.1014,0.0871,0.1164,0.1008
s003,1,7,0.1235,0.0913,0.0895,0.1557,0.104,0.1312,0.1304,0.1291,0.0861,0.1043,0.1098
s003,1,8,0.119,0.1032,0.1135,0.1204,0.0855,0.1074,0.1188,0.1006,0.0713,0.0929,0.0829
s003,1,9,0.0921,0.1172,0.1124,0.1193,0.0982,0.1083,0.1388,0.1109,0.0465,0.0887,0.0927
s003,1,10,0.1283,0.1246,0.1169,0.1185,0.0457,0.1581,0.1449,0.1048,0.1074,0.1029,0.0824
s003,1,11,0.1336,0.1272,0.0628,0.1267,0.1029,0.1109,0.1304,0.0797,0.1053,0.1006,0.1241
s003,1,12,0.1143,0.1483,0.1077,0.1235,0.1056,0.1178,0.1351,0.1412,0.0971,0.1045,0.1066
s003,1,13,0.1204,0.1491,0.1428,0.0961,0.1198,0.1143,0.1256,0.1177,0.0887,0.1045,0.089
s003,1,14,0.1291,0.1528,0.0887,0.1035,0.1061,0.1191,0.1227,0.127,0.1027,0.1051,0.0987
s003,1,15,0.118,0.1296,0.0486,0.1135,0.0713,0.1199,0.1433,0.1206,0.0995,0.1043,0.1035
s003,1,16,0.0998,0.1227,0.1103,0.1452,0.1135,0.107,0.1259,0.1238,0.0979,0.1198,0.1193
s003,1,17,0.1077,0.1201,0.1167,0.1022,0.089,0.1215,0.1299,0.1199,0.0933,0.1188,0.099
s003,1,18,0.1415,0.1362,0.1275,0.1098,0.1106,0.1122,0.1032,0.1341,0.1436,0.1008,0.0182
s003,1,19,0.1106,0.1278,0.1135,0.0898,0.1035,0.1175,0.1417,0.1167,0.1,0.1043,0.1022
s003,1,20,0.1317,0.128,0.1225,0.0916,0.1423,0.1291,0.127,0.1415,0.0887,0.0908,0.0948
s003,1,21,0.1196,0.1109,0.1138,0.0568,0.1212,0.1011,0.123,0.1483,0.1438,0.0974,0.0858
s003,1,22,0.1217,0.1204,0.1111,0.1024,0.1441,0.0934,0.1238,0.1433,0.1064,0.0956,0.1074
s003,1,23,0.1388,0.1307,0.1204,0.1346,0.0932,0.1157,0.1452,0.1444,0.1037,0.127,0.0977
s003,1,24,0.1251,0.1405,0.1305,0.108,0.0686,0.1096,0.1359,0.1391,0.114,0.1291,0.1061
s003,1,25,0.1214,0.142,0.1177,0.1048,0.114,0.128,0.1373,0.1499,0.114,0.1111,0.0916
s003,1,26,0.1636,0.0837,0.1183,0.1233,0.1035,0.1278,0.1494,0.1611,0.0972,0.0977,0.0586
s003,1,27,0.1227,0.114,0.1149,0.1202,0.1238,0.1101,0.1283,0.1632,0.0959,0.1064,0.089
s003,1,28,0.147,0.1357,0.1278,0.1067,0.1204,0.1162,0.1326,0.1392,0.0966,0.1035,0.0953
s003,1,29,0.1375,0.1138,0.114,0.099,0.0945,0.1209,0.1333,0.1466,0.1054,0.0942,0.024
s003,1,30,0.1454,0.1454,0.1465,0.1359,0.1357,0.1007,0.1373,0.1426,0.0766,0.0927,0.0847
s003,1,31,0.1399,0.104,0.1212,0.1312,0.089,0.1107,0.1545,0.1455,0.0884,0.1124,0.0876
s003,1,32,0.1249,0.1344,0.1233,0.099,0.1003,0.1101,0.1383,0.1507,0.0919,0.1066,0.0969
s003,1,33,0.1325,0.1124,0.1135,0.1183,0.0903,0.1188,0.1259,0.1425,0.1111,0.1074,0.1029
s003,1,34,0.1127,0.127,0.1259,0.1438,0.1019,0.109,0.1262,0.146,0.1007,0.1132,0.1043
s003,1,35,0.1275,0.142,0.123,0.1251,0.1154,0.1183,0.1309,0.2085,0.1238,0.1124,0.1256
s003,1,36,0.1502,0.1386,0.1228,0.1001,0.1022,0.1183,0.1233,0.1428,0.0995,0.1066,0.0956
s003,1,37,0.1098,0.137,0.1095,0.0924,0.128,0.1299,0.0959,0.1457,0.1333,0.1006,0.0974
s003,1,38,0.1407,0.1283,0.1196,0.1301,0.1072,0.1276,0.1204,0.1589,0.128,0.1045,0.1217
s003,1,39,0.1201,0.1437,0.1146,0.1309,0.1357,0.1196,0.1357,0.1623,0.1201,0.0847,0.1074
s003,1,40,0.1138,0.1238,0.1103,0.1053,0.1111,0.1004,0.1433,0.1415,0.0752,0.1103,0.1235
s003,1,41,0.1309,0.1185,0.1127,0.0985,0.1059,0.1144,0.1167,0.1541,0.1201,0.0884,0.0884
s003,1,42,0.1272,0.1433,0.1175,0.1059,0.1156,0.0991,0.1249,0.1592,0.1357,0.0866,0.108
s003,1,43,0.1272,0.1206,0.1209,0.1206,0.1048,0.1109,0.1336,0.1552,0.1151,0.0979,0.0855
s003,1,44,0.1441,0.1396,0.113,0.1233,0.1386,0.1281,0.1283,0.1351,0.1243,0.1,0.0866
s003,1,45,0.1201,0.1262,0.1115,0.121,0.1349,0.1136,0.1367,0.1481,0.1286,0.1006,0.0987
s003,1,46,0.1251,0.1101,0.1307,0.127,0.1156,0.1349,0.1299,0.1433,0.1066,0.0934,0.094
s003,1,47,0.1922,0.1162,0.1122,0.1119,0.1029,0.1291,0.1481,0.1607,0.0998,0.1003,0.1367
s003,1,48,0.1423,0.1148,0.1082,0.108,0.151,0.1173,0.1249,0.131,0.1255,0.0927,0.1317
s003,1,49,0.1285,0.1212,0.117,0.16,0.1061,0.1138,0.1286,0.1513,0.1149,0.1045,0.1024
s003,1,50,0.104,0.1101,0.1209,0.1504,0.1156,0.0888,0.1164,0.1417,0.1193,0.1029,0.0927
s003,2,1,0.1602,0.1346,0.1262,0.1449,0.0895,0.1059,0.1444,0.1206,0.1032,0.1069,0.0866
s003,2,2,0.1066,0.1193,0.1256,0.1351,0.0795,0.1151,0.1172,0.0887,0.0934,0.0692,0.0874
s003,2,3,0.1246,0.1185,0.1109,0.1053,0.1212,0.0879,0.1225,0.1262,0.0816,0.0974,0.0792
s003,2,4,0.1069,0.1069,0.1051,0.1301,0.0618,0.1122,0.1489,0.1241,0.0892,0.075,0.0766
s003,2,5,0.1053,0.123,0.1119,0.1209,0.09,0.1088,0.1576,0.1344,0.0821,0.0971,0.09
