subject,sessionIndex,rep,UD.period.t,UD.t.i,UD.i.e,UD.e.five,UD.five.Shift.r,UD.Shift.r.o,UD.o.a,UD.a.n,UD.n.l,UD.l.Return
s002,5,45,0.0369,0.0594,0.008,0.1705,0.6207,0.0058,0.0811,0.0154,0.1032,0.111
s002,5,46,0.0411,0.3265,0.1014,0.2491,0.8795,0.0985,0.0592,-0.0013,0.1069,0.1081
s002,5,47,0.0284,0.0597,0.0153,0.1409,0.2571,0.0533,0.0566,-0.0459,0.1385,0.1788
s002,5,48,0.0031,0.062,0.0346,0.1256,0.2851,0.0399,0.1062,-0.0831,0.2174,0.1722
s002,5,49,0.0875,0.0436,0.0428,0.1734,0.3107,0.0259,0.0621,-0.0335,0.1269,0.1424
s002,5,50,0.0408,0.0423,0.0285,0.1858,0.2574,0.0436,0.0661,-0.029,0.081,0.1078
s002,6,1,0.0509,0.0362,0.009,0.295,0.2252,0.0201,0.0397,-0.0235,0.0837,0.1144
s002,6,2,0.0474,0.0328,0.0346,0.2781,0.2131,0.071,0.0341,-0.0145,0.0818,0.1157
s002,6,3,0.034,0.0328,0.0423,0.2668,0.2523,0.0884,0.0682,-0.0388,0.1016,0.1068
s002,6,4,0.0419,0.0401,0.028,0.2372,0.2772,0.0478,0.0611,-0.009,0.1016,0.2247
s002,6,5,0.0406,0.0557,0.0486,0.2327,0.2951,0.0341,0.0872,-0.0625,0.2444,0.1487
s002,6,6,0.0308,0.0452,0.032,0.5797,0.2529,0.0114,0.0761,-0.0546,0.0947,0.1065
s002,6,7,0.0071,0.0597,0.023,0.2673,0.2569,0.0673,0.0983,0.0349,0.0821,0.0941
s002,6,8,-0.0038,0.0557,0.0175,0.2048,0.2806,0.019,0.0653,-0.0433,0.0842,0.0902
s002,6,9,0.0633,0.0465,0.0335,0.1383,0.3294,0.0818,0.0494,-0.0148,0.0844,0.0975
s002,6,10,0.0366,0.0415,0.0475,0.3082,0.2381,0.0111,0.0669,-0.0652,0.1074,0.1099
s002,6,11,0.0234,0.056,0.0143,0.1462,0.4275,0.0198,0.0853,-0.1388,0.171,0.1176
s002,6,12,0.0638,0.0328,0.0235,0.5383,0.4181,0.0452,0.0621,-0.0232,0.0831,0.0722
s002,6,13,-0.0044,0.0555,-0.0093,0.1293,0.3134,0.0663,0.0669,-0.0541,0.0916,0.106
s002,6,14,0.0255,0.0483,0.0214,0.5634,0.3592,0.0776,0.0724,-0.0575,0.0839,0.0936
s002,6,15,0.1116,0.018,0.047,0.1763,0.2349,0.0201,0.1017,-0.0932,0.1563,0.1121
s002,6,16,0.0348,0.0365,0.0301,0.247,0.2466,-0.0014,0.0848,-0.0414,0.0945,0.1044
s002,6,17,0.0013,0.0494,-0.0035,0.2161,0.2635,0.0175,0.1154,0.0505,0.099,0.1102
s002,6,18,-0.0484,0.1214,-0.023,0.3504,0.2606,0.027,0.0843,-0.0391,0.1,0.1052
s002,6,19,0.0495,0.0744,0.0299,0.2641,0.2444,0.0317,0.0808,-0.0464,0.1011,0.1062
s002,6,20,0.0556,0.0412,0.0357,0.218,0.2283,0.0322,0.0774,0.0375,0.1058,0.0946
s002,6,21,0.0239,0.0576,0.0892,0.4328,0.2413,0.0288,0.0661,0.0288,0.1037,0.101
s002,6,22,0.011,0.0718,-0.0175,0.128,0.464,0.1375,0.0653,-0.038,0.1024,0.0954
s002,6,23,0.0174,0.0407,0.013,0.1509,0.2477,0.0322,0.0531,-0.0533,0.0934,0.1033
s002,6,24,0.02,0.0449,0.0314,0.181,0.2877,0.043,0.0933,-0.0766,0.3914,0.0907
s002,6,25,0.0393,0.0607,0.0164,0.1546,0.237,0.0525,0.0487,-0.0245,0.0889,0.0902
s002,6,26,0.04,0.0375,0.0177,0.0947,0.2234,0.1106,0.075,-0.0425,0.1058,0.0986
s002,6,27,0.054,0.0475,0.0343,0.214,0.2135,-0.0098,0.0795,0.0188,0.0939,0.1044
s002,6,28,0.0311,0.0623,-0.0011,0.399,0.2471,0.0082,0.0764,-0.034,0.1011,0.0878
s002,6,29,0.0168,0.0594,0.0204,0.248,0.2775,0.0518,0.0492,-0.0443,0.0968,0.0952
s002,6,30,0.0034,0.0618,0.008,0.5167,0.2587,0.0465,0.0721,-0.0583,0.1193,0.1168
s002,6,31,0.0031,0.0631,0.0193,0.1457,0.2613,0.0573,0.0545,-0.0309,0.3417,0.1392
s002,6,32,0.0408,0.0731,0.0032,0.1916,0.2637,0.0586,0.0661,-0.0362,0.129,0.1266
s002,6,33,0.0224,0.0618,0.0087,0.1911,0.2751,0.0267,0.1444,0.1824,0.1362,0.0938
s002,6,34,-0.0033,0.0539,0.0151,0.2763,0.2558,0.0217,0.084,-0.0681,0.1048,0.1155
s002,6,35,0.0276,0.056,0.024,0.2837,0.2584,0.0087,0.1014,0.0209,0.1488,0.1743
s002,6,36,-0.0033,0.0531,0.0256,0.18,0.2363,0.0655,0.0756,0.0056,0.1124,0.1284
s002,6,37,0.0353,0.0689,0.0048,0.1644,0.2767,0.0549,0.0616,0.0222,0.1232,0.1128
s002,6,38,0.0393,0.033,0.0412,0.1591,0.264,0.0573,0.0465,-0.0071,0.0913,0.1218
s002,6,39,0.0195,0.0552,-0.0106,0.2322,0.2597,0.0686,0.022,0.07,0.1005,0.1252
s002,6,40,0.1121,0.07,0.0586,0.2198,0.2262,0.0132,0.064,-0.0409,0.0963,0.1047
s002,6,41,0.058,0.0346,0.0386,0.2473,0.2714,0.0172,0.0611,-0.0158,0.1011,0.1091
s002,6,42,0.0142,0.0634,0.014,0.2069,0.2753,0.1037,0.0452,0.0096,0.1008,0.1102
s002,6,43,0.0612,0.0549,0.0394,0.2082,0.2925,0.0204,0.0587,-0.0048,0.0902,0.1073
s002,6,44,0.0406,0.0676,0.0251,0.2599,0.2608,0.0591,0.0349,0.0246,0.0976,0.1036
s002,6,45,0.0189,0.0763,0.114,0.4737,0.2241,0.0446,0.0233,0.0148,0.1053,0.1036
s002,6,46,0.0319,0.0531,0.0285,0.2607,0.2585,0.0803,0.0373,0.0072,0.1085,0.1073
s002,6,47,0.0308,0.0871,0.0145,0.2552,0.2909,0.0486,0.0568,-0.0042,0.0982,0.1184
s002,6,48,-0.0059,0.0747,0.0058,0.1947,0.274,0.0188,0.0922,0.0455,0.1172,0.1342
s002,6,49,0.0292,0.0441,0.0304,0.2304,0.2845,0.081,0.017,0.0193,0.0934,0.0909
s002,6,50,0.0145,0.0581,0.0792,0.2882,0.3339,-0.0024,0.1861,0.0032,0.1087,0.1165
s002,7,1,0.1854,0.0496,0.0676,0.6101,0.2898,0.0499,0.0785,-0.0232,0.1193,0.1514
s002,7,2,0.0907,0.032,0.0293,0.3697,0.8227,0.1987,0.046,0.004,0.0866,0.1081
s002,7,3,0.0361,0.0349,0.0254,0.2306,0.2708,0.042,0.0613,-0.0467,0.1092,0.1165
s002,7,4,0.01,0.0565,0.0238,0.2971,0.3424,0.1151,0.0331,-0.0114,0.0873,0.092
s002,7,5,0.054,0.0301,0.0391,0.2396,0.2595,0.1132,0.0455,-0.0356,0.0778,0.106
s002,7,6,0.0079,0.0417,0.0225,0.1726,0.3159,0.0578,0.0798,-0.0106,0.0924,0.1126
s002,7,7,0.029,0.0483,0.0138,0.2422,0.3368,0.0288,0.074,0.0631,0.1005,0.0975
s002,7,8,0.0208,0.0618,0.0394,0.299,0.278,0.0122,0.0645,0.2851,0.1626,0.1371
s002,7,9,0.0902,0.0262,0.0544,0.3122,0.3065,0.0428,0.0634,-0.0166,0.0892,0.1324
s002,7,10,0.0667,0.0259,0.0312,0.2652,0.2946,0.0454,0.0706,-0.0694,0.1008,0.1266
s002,7,11,0.0253,0.0673,0.0217,0.319,0.3014,0.0301,0.2497,0.0613,0.1148,0.1176
s002,7,12,0.0765,0.0525,0.0636,0.3895,0.2869,0.0602,0.0711,-0.0077,0.1074,0.1522
s002,7,13,0.0448,0.0589,0.0243,0.3145,0.3377,0.0367,0.0729,0.0011,0.1158,0.1429
s002,7,14,0.0532,0.0774,0.032,0.5354,0.3165,0.083,0.1009,0.0552,0.0895,0.1168
s002,7,15,0.0234,0.0636,0.0167,0.2106,0.3223,0.08,0.0386,0.0117,0.0942,0.1089
s002,7,16,0.0348,0.0317,0.0272,0.2378,0.2661,0.0267,0.0969,-0.0121,0.1053,0.1202
s002,7,17,0.1651,0.0684,0.0681,0.3069,0.3276,0.037,0.1371,-0.1507,0.1631,0.1081
s002,7,18,0.1269,0.0375,0.1235,0.5375,0.2684,0.0082,0.1009,-0.0642,0.1544,0.1596
s002,7,19,0.0488,0.043,0.0304,0.2525,0.2698,0.0429,0.0629,-0.0032,0.0968,0.0936
s002,7,20,0.01,0.0328,0.0151,0.1937,0.2999,0.0175,0.0774,-0.0298,0.0902,0.0814
s002,7,21,0.0052,0.0444,0.0132,0.1866,0.2645,0.0156,0.0592,-0.0338,0.1124,0.1266
s002,7,22,0.0791,0.0399,0.1019,0.2739,0.2985,0.052,0.0748,0.0048,0.1114,0.1128
s002,7,23,0.0999,0.0172,0.0568,0.2172,0.2928,0.0338,0.0571,0.0143,0.5177,0.1305
s002,7,24,0.1234,0.0465,0.014,0.2876,0.2756,0.0423,0.0698,-0.0127,0.1388,0.1862
s002,7,25,0.0688,0.0729,-0.0246,0.2362,0.2706,0.1074,0.0381,-0.0507,0.0971,0.1105
s002,7,26,0.03,0.0383,-0.0122,0.2053,0.2825,0.0222,0.0621,-0.0016,0.1024,0.1091
s002,7,27,-0.0046,0.1043,-0.0816,0.4948,0.3031,0.0177,0.0972,0.0217,0.1306,0.1184
s002,7,28,0.0714,0.0723,0.0705,0.3299,0.3289,-0.0093,0.0988,-0.0116,0.1282,0.159
s002,7,29,0.0422,0.0428,0.0272,0.1955,0.312,-0.0043,0.0605,0.0069,0.1206,0.102
s002,7,30,0.0329,0.062,-0.0262,0.271,0.307,-0.0048,0.0626,0.0053,0.4446,0.1295
s002,7,31,0.0596,0.0525,0.0277,0.2185,0.3437,0.1568,0.0394,0.0761,0.1114,0.1545
s002,7,32,0.0321,0.056,-0.0011,0.1818,0.2904,0.0272,0.0529,0.0011,0.0982,0.1102
s002,7,33,-0.0125,0.0834,-0.0449,0.2288,0.306,0.033,0.0621,0.0077,0.1203,0.1105
s002,7,34,0.0841,0.0412,0.0731,0.2866,0.3065,0.0267,0.0922,-0.034,0.1074,0.1242
s002,7,35,0.04,0.0694,-0.0124,0.4024,0.3365,0.023,0.0415,-0.0143,0.1251,0.1157
s002,7,36,0.1511,0.0644,0.0594,0.418,0.3025,0.0267,0.0853,0.0272,0.1116,0.1181
s002,7,37,0.181,0.0494,0.5046,0.5212,0.3675,0.0293,0.0378,-0.0045,0.1019,0.1041
s002,7,38,0.0511,0.0544,0.0636,0.2557,0.2978,0.0289,0.0553,-0.042,0.1251,0.1012
s002,7,39,0.0176,0.0694,-0.0264,0.2349,0.2967,0.0106,0.0996,-0.0813,0.1243,0.149
s002,7,40,0.0253,0.0829,0.0177,0.2845,0.3051,0.0425,0.0613,-0.0298,0.1,0.1007
s002,7,41,0.0292,0.0752,-0.0138,0.1947,0.2724,0.0138,0.1468,-0.1742,0.4011,0.1701
s002,7,42,0.0662,0.4286,0.2251,0.1987,0.4178,0.0451,0.0413,0.0214,0.3541,0.1464
s002,7,43,0.0271,0.0499,0.0449,0.2151,0.2885,0.0421,0.0885,-0.0127,0.1087,0.1181
s002,7,44,-0.002,0.0623,0.0116,0.5164,0.3495,0.0285,0.0785,0.0069,0.1132,0.1508
s002,7,45,0.0495,0.0747,0.0433,0.2496,0.2927,0.0449,0.0793,-0.0124,0.0984,0.1131
s002,7,46,0.0139,0.0871,0.013,0.2597,0.3959,0.0454,0.0439,0.0177,0.1016,0.1218
s002,7,47,0.021,0.0557,0.0217,0.1918,0.3972,0.0504,0.0444,0.0296,0.1185,0.1706
s002,7,48,0.0089,0.0438,-0.0106,0.229,0.3149,0.0961,0.0516,0.0243,0.0866,0.0941
s002,7,49,0.0213,0.062,0.0338,0.1958,0.2838,0.0496,0.0399,0.0217,0.086,0.1252
s002,7,50,0.0364,0.0549,0.0211,0.2868,0.3006,0.0499,0.0331,0.022,0.0955,0.1274
s002,8,1,0.2182,0.07,0.0821,0.3924,0.379,0.1388,0.0062,0.0275,0.2077,0.1347
s002,8,2,0.1329,0.0539,0.0093,0.3834,0.3698,0.0956,0.0088,0.0444,0.1686,0.1551
s002,8,3,0.0635,0.005,0.0209,0.3196,0.5648,0.0905,0.0144,0.0639,0.0958,0.1712
s002,8,4,0.2947,0.0082,-0.0014,0.3528,0.3906,0.1214,0.0091,-0.0013,0.0694,0.1155
s002,8,5,0.0828,0.0238,0.019,0.2575,0.4316,0.0591,0.0149,-0.0813,0.0554,0.1564
s002,8,6,0.0432,-0.0182,0.0259,0.4528,0.3778,0.0288,0.0531,0.0589,0.328,0.1593
s002,8,7,0.0707,0.0415,0.0607,0.5093,0.3265,0.0486,-0.0235,-0.0277,0.0493,0.1271
s002,8,8,0.029,0.0277,-0.0444,0.7391,0.7271,0.0325,0.0217,-0.0826,0.0879,0.1147
s002,8,9,0.0783,0.0293,0.0291,0.3238,0.3361,0.0768,0.0012,0.1291,0.1029,0.1844
s002,8,10,-0.0028,0.0557,0.0035,0.2623,0.3374,0.0425,0.0099,0.0061,0.0325,0.1168
s002,8,11,0.2482,0.0589,0.0523,0.465,0.3713,0.0317,0.0473,-0.0148,0.0665,0.1205
s002,8,12,0.054,0.0449,0.0314,0.1578,0.3899,0.0481,0.0611,-0.0794,0.1404,0.1332
s002,8,13,0.0308,0.0671,0.0066,0.2349,0.3015,0.0436,0.0421,-0.042,0.1784,0.1324
s002,8,14,0.1551,0.0842,0.0167,0.2356,0.3608,0.0306,0.0956,0.0122,0.1697,0.2084
s002,8,15,0.0786,0.0945,0.0401,0.266,0.3822,0.0589,0.0402,0.0365,0.2135,0.1366
s002,8,16,0.0704,0.0444,0.2639,0.4008,0.5002,0.1006,0.0051,-0.0317,0.0887,0.097
s002,8,17,0.0651,-0.0029,0.0301,0.2156,0.54,0.0182,0.0444,-0.0074,0.0393,0.3369
s002,8,18,0.0284,0.051,0.0159,0.2573,0.459,0.0362,0.0687,0.0011,0.1528,0.3656
s002,8,19,0.0728,0.033,0.0483,0.2111,0.3318,0.0531,0.0302,-0.0253,0.1122,0.1437
s002,8,20,0.0451,0.0679,0.0045,0.1829,0.2862,-0.0072,0.0764,0.0415,0.1533,0.235
s002,8,21,0.0408,0.0993,0.0019,0.1546,0.3814,0.08,0.0304,0.0204,0.109,0.102
s002,8,22,-0.0162,0.094,-0.0043,0.3784,0.3582,0.0188,0.0698,-0.0071,0.0314,0.1002
s002,8,23,0.002,0.0502,0.0737,0.1953,0.3294,0.0032,0.0381,-0.0063,0.123,0.3078
s002,8,24,0.0377,0.0365,0.0182,0.2739,0.6643,0.0534,0.2941,-0.0092,0.0974,0.115
s002,8,25,0.1588,0.0966,0.0227,0.1691,0.3017,0.0277,0.0323,-0.0219,0.0939,0.1287
s002,8,26,0.0129,0.0449,0.0346,0.1974,0.4888,0.028,0.0275,-0.0132,0.0636,0.0585
s002,8,27,0.0295,0.0351,0.0156,0.1992,0.2722,-0.024,0.051,-0.0309,0.0311,0.1194
s002,8,28,0.0535,0.0483,-0.0235,0.2061,0.3867,0.0151,0.0426,-0.0061,0.1285,0.083
s002,8,29,0.0086,0.0578,0.038,0.1924,0.2901,0.0135,0.0384,-0.0074,0.0396,0.1511
s002,8,30,0.044,0.0399,-0.0172,0.0913,0.346,0.0198,0.0199,0.0185,0.0905,0.1004
s002,8,31,0.0532,0.0438,-0.0014,0.4241,0.3297,-0.0016,0.0249,-0.0327,0.0594,0.1186
s002,8,32,0.0332,0.0238,-0.0119,0.1552,0.3017,0.3653,0.0012,-0.0412,0.1,0.1041
s002,8,33,-0.0139,0.0093,-0.0029,0.1776,0.4123,0.1541,0.0014,-0.0137,0.1359,0.1044
s002,8,34,-0.0278,0.0383,-0.0021,0.1454,0.5656,0.1441,0.0151,-0.0182,0.1122,0.1126
s002,8,35,0.0171,0.0832,0.0264,0.2594,0.3846,0.0932,0.0072,0.0085,0.1367,0.1023
s002,8,36,0.0086,0.0211,-0.0024,0.057,0.4025,0.0486,-0.0089,-0.0528,0.1475,0.1498
s002,8,37,0.025,0.0562,0.005,0.5135,0.2949,0.0441,0.0347,0.3402,0.1319,0.1841
s002,8,38,0.0221,0.047,0.0407,0.4328,0.4585,0.0547,0.056,0.018,0.0665,0.1123
s002,8,39,0.0321,0.1109,0.0362,0.5365,0.3806,0.1317,0.1993,-0.0238,0.1306,0.1078
s002,8,40,0.0627,0.0357,0.0093,0.2106,0.3532,0.1349,0.0682,0.0072,0.0826,0.1163
s002,8,41,0.0612,0.0613,-0.0109,0.1784,0.3716,0.018,0.0368,-0.0103,0.128,0.1614
s002,8,42,0.0126,0.0277,0.004,0.1594,0.3912,0.0135,0.0399,-0.0493,0.08,0.2078
s002,8,43,0.0828,0.2534,0.0457,0.2013,0.3445,0.0544,-0.0023,0.013,0.2787,0.1741
s002,8,44,0.0567,0.0555,0.0185,0.0939,0.3859,0.0122,0.0347,-0.004,0.1148,0.2068
s002,8,45,0.0472,-0.0053,0.0541,0.1293,0.3347,0.0898,0.0315,-0.0124,0.104,0.1564
s002,8,46,0.0612,0.0652,0.0264,0.1472,0.3928,0.1109,0.0162,0.0375,0.1145,0.191
s002,8,47,0.059,0.076,0.0396,0.4565,0.3669,0.0473,0.0244,0.0082,0.1528,0.1651
s002,8,48,0.0108,0.0346,0.0135,0.1639,0.3843,0.0148,0.0275,0.0098,0.3148,0.1997
s002,8,49,0.0503,0.1095,0.0671,0.3174,0.394,0.0167,0.0368,-0.0034,0.0636,0.1601
s002,8,50,0.0097,0.0444,0.0093,0.3868,0.5762,0.4595,0.0471,0.0879,0.1251,0.3862
s003,1,1,0.1303,0.0491,0.0647,0.7368,0.4205,0.2621,0.0914,0.0943,0.2721,0.1994
s003,1,2,0.2543,0.0694,0.1051,0.7431,0.4054,0.1644,0.079,0.1349,0.2151,0.2063
s003,1,3,0.1609,0.0291,0.2565,0.4869,0.4436,0.1154,0.031,0.0972,0.1151,0.1656
s003,1,4,0.0968,0.6038,0.5352,0.395,0.4236,0.1169,0.1653,0.0354,0.2562,0.1989
s003,1,5,0.0646,0.0409,0.4048,0.2908,1.0834,0.1742,0.0766,0.0133,0.1755,0.1661
s003,1,6,0.0659,0.0306,0.075,0.3934,0.3566,0.1235,0.0112,0.0528,0.0443,0.1619
s003,1,7,0.105,0.0681,0.2003,0.3855,1.1841,0.1766,0.0289,-0.0108,0.047,0.1659
s003,1,8,0.2688,0.0259,0.0317,0.2911,0.4526,0.0932,0.0194,0.0177,0.0868,0.1482
s003,1,9,0.182,0.4734,0.0713,0.442,0.3835,0.119,0.0178,0.0581,0.0649,0.2559
s003,1,10,0.4776,0.0196,0.0993,0.3233,0.4532,0.0903,0.0494,0.0481,0.0749,0.1775
s003,1,11,0.1683,0.0845,0.1225,0.2415,0.287,0.1064,0.0909,0.0159,0.0852,0.4538
s003,1,12,0.4419,0.0011,0.0752,0.2087,0.3514,0.0966,0.0508,0.0172,0.08,0.1179
s003,1,13,0.1189,0.0169,0.0396,0.2692,0.283,0.0974,0.0629,0.0457,0.0633,0.1231
s003,1,14,0.0717,0.0299,0.0895,0.3457,0.3146,0.0718,0.0199,0.0082,0.0219,0.1503
s003,1,15,0.7356,0.0784,0.4444,0.6362,0.3038,0.1098,0.0405,-0.0042,0.0533,0.135
s003,1,16,0.168,0.0531,0.4185,0.213,0.3817,0.1154,0.0064,0.0106,0.0288,0.2147
s003,1,17,0.425,0.1109,0.0499,0.9223,0.3149,0.1074,0.0302,-0.0222,0.0343,0.158
s003,1,18,0.0751,0.0467,0.0768,0.3396,0.5661,0.5527,0.0827,0.0162,0.0955,0.2097
s003,1,19,0.3229,0.0478,0.0489,0.8233,0.2685,0.0771,0.0225,0.0217,0.0734,0.197
s003,1,20,0.0783,0.0122,0.0357,0.2908,0.2809,0.0903,0.1363,0.0871,0.0647,0.1419
s003,1,21,0.0831,0.0391,0.0739,0.2707,0.306,0.1304,0.0505,0.1032,0.0478,0.1601
s003,1,22,0.0918,0.0409,0.0206,0.2634,0.3014,0.1394,0.0518,0.0536,0.0496,0.8486
s003,1,23,0.0469,0.0473,0.499,0.3568,0.1954,0.0657,0.0326,0.0824,0.0784,0.178
s003,1,24,0.082,-0.0014,0.0243,0.2385,0.384,0.1066,0.0072,0.0228,0.0538,0.215
s003,1,25,0.2548,0.0098,0.0452,0.2953,0.2983,0.0821,0.0463,0.0616,0.0483,0.1442
s003,1,26,0.048,0.0201,-0.0172,0.9114,0.194,0.043,-0.0308,-0.0019,0.0214,0.1297
s003,1,27,0.0773,0.024,-0.008,0.2259,0.2682,0.08,-0.0271,-0.0019,0.0398,0.1408
s003,1,28,0.0129,0.0127,-0.013,0.2309,0.2424,0.0818,-0.0372,0.0317,0.0179,0.1371
s003,1,29,0.0424,0.0341,0.0204,0.2665,0.8282,0.2412,-0.01,-0.0029,0.0325,0.1952
s003,1,30,0.1482,0.0441,0.0832,0.514,0.2474,0.0855,-0.0314,0.0254,0.029,0.1223
s003,1,31,0.8692,0.028,0.1563,0.8674,0.2339,0.1164,-0.0145,0.0346,0.0573,0.1419
s003,1,32,0.0815,0.0676,0.1035,0.2787,0.2825,0.146,0.0618,0.0043,0.0256,0.1247
s003,1,33,0.5496,0.2072,0.0433,0.65,0.2811,0.0966,-0.044,0.0072,0.0179,0.121
s003,1,34,0.0701,0.0285,0.0143,0.3159,0.3052,0.1661,0.0144,-0.0201,0.0201,0.1392
s003,1,35,0.0775,-0.0132,0.0111,0.2019,0.2585,0.1338,0.1814,0.0098,0.0137,0.1659
s003,1,36,0.0282,0.0175,-0.0077,0.1726,0.2447,0.1723,0.0302,0.0243,0.0335,0.1305
s003,1,37,0.1585,0.0272,0.0515,0.1998,0.2677,0.1072,-0.0079,0.0642,0.019,0.1237
s003,1,38,0.006,0.0209,-0.0021,0.2288,0.2329,0.0871,-0.0129,0.0175,0.0106,0.2163
s003,1,39,0.0775,-0.0014,0.0153,0.2623,0.2341,0.0869,-0.0646,0.0112,0.0098,0.1369
s003,1,40,0.129,0.014,0.0027,0.1391,0.3416,0.1713,0.0571,0.0394,0.0694,0.1725
s003,1,41,0.0561,0.047,0.0264,0.1517,0.3046,0.1177,0.0209,0.0156,0.0288,0.1487
s003,1,42,0.0187,0.0296,0.0164,0.1335,0.2812,0.118,0.0151,0.0217,0.052,0.1783
s003,1,43,0.0427,0.0394,0.0045,0.1744,0.2775,0.0948,0.0157,0.0011,0.0517,0.1981
s003,1,44,0.021,0.0132,-0.0058,0.1681,0.3228,0.0665,0.012,-0.0055,0.0224,0.1247
s003,1,45,0.0052,0.0415,-0.0027,0.129,0.3588,0.0763,0.0122,-0.0193,0.015,0.125
s003,1,46,-0.0154,0.0768,0.0359,0.2731,0.2587,0.0898,0.0146,0.0323,0.0462,0.4184
s003,1,47,-0.0054,0.0715,0.1386,0.1963,0.2602,0.1077,0.0679,0.0251,0.0604,0.5744
s003,1,48,0.0419,0.0177,0.0087,0.1494,0.2199,0.0911,-0.0216,-0.0077,0.0451,0.4435
s003,1,49,0.0474,0.0111,-0.0135,0.3547,0.2669,0.0945,-0.0026,-0.019,0.0087,0.1208
s003,1,50,0.3855,0.0367,0.0314,0.1573,0.2354,0.1354,0.0476,0.0436,0.0285,0.1374
s003,2,1,0.0894,0.0581,0.0335,0.2657,0.46,0.1409,0.0281,0.0254,0.0707,0.164
s003,2,2,0.3076,0.0737,0.032,0.248,0.4972,0.1262,0.0882,0.0254,0.1045,0.2363
s003,2,3,0.1744,0.043,0.0335,0.2845,0.4084,0.1483,0.0893,0.0492,0.0718,0.1551
s003,2,4,0.181,0.0328,0.3394,0.8714,0.364,0.1048,0.0117,0.0154,0.0786,0.1556
s003,2,5,0.2564,0.0502,0.6479,0.4444,0.8554,0.1734,0.0093,0.0233,0.0707,0.1511
s003,2,6,0.6211,0.1536,0.0014,0.2663,0.3941,0.1486,0.0027,0.042,0.0367,0.1685
s003,2,7,0.1403,0.3499,0.1723,1.1634,0.6723,0.114,0.0112,-0.0114,0.0251,0.13
s003,2,8,0.1179,0.065,0.0457,0.2937,0.408,0.1074,0.0212,0.0148,0.071,0.1485
s003,2,9,0.1704,0.0795,0.0359,0.2248,0.3099,0.0898,0.013,0.0156,0.053,0.1466
s003,2,10,0.0812,0.0623,0.0763,0.2681,0.2687,0.0829,0.0022,0.0365,0.0306,0.1485
s003,2,11,0.0796,0.0708,0.0365,0.2721,0.2833,0.0834,0.056,-0.0087,0.0879,0.1511
s003,2,12,0.1034,0.0589,0.0679,0.2623,0.3073,0.0958,0.041,0.0217,0.0499,0.1239
s003,2,13,0.0179,0.0676,0.0692,0.2718,0.3294,0.128,-0.0016,0.3677,0.1106,0.1593
s003,2,14,0.0374,0.0489,0.0304,0.2048,0.2627,0.0974,0.0373,0.0212,0.0559,0.1416
s003,2,15,0.0319,0.09,0.0201,0.1971,0.3318,0.0652,0.0112,0.0204,0.0512,0.1421
s003,2,16,0.0393,0.046,0.013,0.2235,0.2553,0.0647,0.0085,0.0112,0.0435,0.154
s003,2,17,0.0229,0.0441,0.0296,0.1657,0.2015,0.0438,-0.0374,0.0589,0.0327,0.1369
s003,2,18,0.0052,0.0333,0.0449,0.161,0.2234,0.0652,-0.0113,0.0185,0.009,0.1255
s003,2,19,0.0197,0.0322,0.004,0.1404,0.2949,0.0787,-0.0166,-0.0013,0.0235,0.1186
s003,2,20,0.0379,0.0288,0.3201,0.271,0.2152,0.0454,0.0204,-0.0048,0.0552,0.1593
s003,2,21,0.0894,0.0607,0.0346,0.2314,0.388,0.1624,0.0407,0.0109,0.0238,0.1234
s003,2,22,-0.0234,0.005,-0.0378,0.166,0.2424,0.0518,-0.0076,0.0011,0.0467,0.1247
s003,2,23,0.0577,0.0607,-0.0035,0.2098,0.2292,0.0491,0.0157,0.0212,0.0354,0.1208
s003,2,24,0.016,0.0974,0.051,0.1325,0.2381,0.0697,0.3186,0.0262,0.0808,0.1535
s003,2,25,0.029,0.0283,-0.0119,0.1227,0.3497,0.0808,0.0476,-0.0058,0.0625,1.4188
s003,2,26,0.0498,-0.0103,0.0351,0.156,0.2384,0.0547,0.0249,0.0051,0.0388,0.1445
s003,2,27,0.0163,0.0114,0.0159,0.1306,0.2281,0.0467,0.0629,-0.0116,0.0702,0.1247
s003,2,28,-0.011,0.0433,-0.0027,0.5568,0.3064,0.0887,0.026,-0.0016,0.029,0.1221
s003,2,29,-0.0215,-0.0132,0.0045,0.2288,0.2582,0.0634,0.0014,-0.0248,0.0501,0.1316
s003,2,30,0.0701,0.0175,-0.0011,0.1765,0.2186,0.0652,0.0104,0.0191,0.0309,0.1722
s003,2,31,-0.0682,0.0193,-0.0512,0.156,0.1922,0.0346,-0.0269,0.0011,0.0311,0.1179
s003,2,32,-0.0265,0.0185,-0.0304,0.0757,0.2313,0.0552,-0.0037,-0.0158,0.0319,0.1416
s003,2,33,0.0044,0.1668,0.1468,0.4924,0.2961,0.0425,0.0093,-0.0375,0.0362,0.1181
s003,2,34,0.0762,-0.0061,0.0227,0.1092,0.2602,0.0365,0.012,-0.0348,0.0325,0.1184
s003,2,35,0.0013,0.033,0.0259,0.0876,0.2808,0.061,0.0217,-0.0238,0.024,0.14
s003,2,36,0.0295,0.0259,0.0399,0.081,0.2547,0.0491,0.007,-0.0267,0.0388,0.1147
s003,2,37,0.0203,0.0037,0.0584,0.0884,0.2893,0.0362,0.3007,-0.0077,0.0493,0.4532
s003,2,38,-0.0205,-0.0138,0.0193,0.0955,0.9703,0.1119,0.2445,0.0222,0.0654,0.9807
