subject,sessionIndex,rep,DD.period.t,DD.t.i,DD.i.e,DD.e.five,DD.five.Shift.r,DD.Shift.r.o,DD.o.a,DD.a.n,DD.n.l,DD.l.Return
s002,5,47,0.13,0.1444,0.0927,0.2304,0.3669,0.1734,0.1611,0.056,0.2346,0.2646
s002,5,48,0.109,0.1541,0.1069,0.2106,0.388,0.164,0.1857,0.0104,0.3045,0.2786
s002,5,49,0.1482,0.1473,0.1318,0.2626,0.4078,0.1389,0.1447,0.0481,0.2111,0.2348
s002,5,50,0.135,0.1289,0.0993,0.2822,0.3741,0.1302,0.1461,0.0758,0.1618,0.202
s002,6,1,0.1465,0.1072,0.071,0.3668,0.3321,0.1305,0.1276,0.089,0.1524,0.2057
s002,6,2,0.1464,0.1057,0.1025,0.3502,0.3063,0.18,0.1165,0.0835,0.1547,0.1872
s002,6,3,0.1193,0.1102,0.1131,0.3431,0.3389,0.1906,0.1355,0.065,0.1748,0.1826
s002,6,4,0.1261,0.1106,0.0877,0.3167,0.3495,0.1455,0.13,0.0908,0.1605,0.2989
s002,6,5,0.1108,0.1333,0.117,0.3061,0.382,0.131,0.1564,0.0383,0.3207,0.2572
s002,6,6,0.1306,0.1178,0.102,0.6668,0.3469,0.1149,0.1627,0.0616,0.1821,0.191
s002,6,7,0.0895,0.1386,0.0837,0.3505,0.3364,0.1523,0.1693,0.1613,0.1742,0.1868
s002,6,8,0.1034,0.1394,0.0872,0.2785,0.3606,0.1046,0.1516,0.0571,0.1508,0.1683
s002,6,9,0.1488,0.1209,0.0921,0.2059,0.4163,0.1962,0.1254,0.0919,0.1539,0.1828
s002,6,10,0.1203,0.1152,0.1312,0.3766,0.3054,0.1146,0.144,0.0249,0.1972,0.1999
s002,6,11,0.101,0.1426,0.0827,0.2246,0.5294,0.1199,0.1621,0.022,0.2412,0.22
s002,6,12,0.1327,0.1157,0.0882,0.6112,0.4894,0.163,0.1384,0.0945,0.1665,0.1556
s002,6,13,0.0992,0.13,0.0626,0.2194,0.4121,0.1869,0.1511,0.0584,0.1629,0.1863
s002,6,14,0.1182,0.1185,0.0877,0.6349,0.4537,0.2107,0.1458,0.0592,0.1602,0.1615
s002,6,15,0.1987,0.0861,0.1151,0.25,0.321,0.1136,0.1833,0.0214,0.2339,0.1982
s002,6,16,0.1153,0.1152,0.0998,0.3238,0.3356,0.0924,0.1799,0.0721,0.179,0.1857
s002,6,17,0.0895,0.132,0.0705,0.2904,0.3575,0.1113,0.1935,0.1368,0.1666,0.1696
s002,6,18,0.0237,0.2676,0.0441,0.4347,0.3448,0.1241,0.1514,0.06,0.1811,0.181
s002,6,19,0.1102,0.1512,0.0909,0.3312,0.3199,0.1416,0.1589,0.0383,0.1766,0.1733
s002,6,20,0.1345,0.118,0.1065,0.2845,0.3078,0.1312,0.1658,0.1481,0.166,0.1822
s002,6,21,0.1039,0.1434,0.1623,0.5102,0.3171,0.1317,0.145,0.1365,0.1718,0.1818
s002,6,22,0.0936,0.1426,0.0346,0.2025,0.5424,0.2281,0.1432,0.0758,0.1682,0.1659
s002,6,23,0.1164,0.1093,0.0819,0.2283,0.3454,0.1294,0.1323,0.0618,0.1666,0.1796
s002,6,24,0.0844,0.1217,0.0958,0.2549,0.3722,0.1553,0.1765,0.032,0.4516,0.1886
s002,6,25,0.1312,0.1367,0.0832,0.242,0.331,0.1291,0.1284,0.0737,0.1699,0.1646
s002,6,26,0.1247,0.1162,0.0816,0.1821,0.315,0.2318,0.1695,0.0734,0.1887,0.1723
s002,6,27,0.1414,0.1177,0.0982,0.2937,0.2903,0.0903,0.1664,0.1376,0.1657,0.1844
s002,6,28,0.124,0.1531,0.062,0.4785,0.3271,0.1059,0.1585,0.0573,0.1758,0.1649
s002,6,29,0.0984,0.1373,0.0838,0.3304,0.3564,0.1508,0.13,0.0671,0.1668,0.1652
s002,6,30,0.0932,0.1336,0.0727,0.5972,0.3231,0.1434,0.1534,0.0473,0.1969,0.1907
s002,6,31,0.0918,0.1405,0.0827,0.2312,0.3629,0.1548,0.1316,0.0792,0.4125,0.2443
s002,6,32,0.1292,0.1431,0.079,0.2639,0.3506,0.1432,0.1469,0.0695,0.2149,0.181
s002,6,33,0.1008,0.1405,0.0686,0.2785,0.3556,0.1144,0.2268,0.331,0.2402,0.1836
s002,6,34,0.1039,0.1292,0.0909,0.3523,0.3345,0.1036,0.1664,0.0428,0.1996,0.1899
s002,6,35,0.1137,0.1286,0.0903,0.3502,0.3463,0.0921,0.1756,0.1283,0.2159,0.2651
s002,6,36,0.0788,0.1347,0.0956,0.2518,0.3131,0.1761,0.1632,0.132,0.1837,0.2129
s002,6,37,0.1219,0.136,0.0682,0.2359,0.3754,0.1476,0.139,0.1186,0.1982,0.1907
s002,6,38,0.1182,0.1109,0.1104,0.2394,0.325,0.1754,0.1215,0.1075,0.1615,0.1965
s002,6,39,0.1095,0.1389,0.062,0.3175,0.3487,0.1611,0.1305,0.1751,0.1802,0.2144
s002,6,40,0.1918,0.1429,0.1148,0.2895,0.3036,0.1098,0.1419,0.0689,0.1642,0.1752
s002,6,41,0.1404,0.1106,0.112,0.3283,0.3546,0.1289,0.1421,0.1106,0.1624,0.1886
s002,6,42,0.1047,0.1471,0.0766,0.2877,0.3788,0.2291,0.1239,0.1096,0.185,0.196
s002,6,43,0.1407,0.1423,0.1054,0.2866,0.3725,0.1142,0.1492,0.0906,0.1634,0.192
s002,6,44,0.1348,0.141,0.0893,0.3304,0.35,0.1591,0.1115,0.1355,0.1599,0.1923
s002,6,45,0.1319,0.1597,0.1729,0.555,0.3057,0.1442,0.1075,0.1125,0.1779,0.1923
s002,6,46,0.1288,0.1315,0.0876,0.3446,0.3493,0.1918,0.1152,0.1123,0.1872,0.1886
s002,6,47,0.0907,0.1681,0.0665,0.3421,0.3741,0.1434,0.122,0.112,0.1853,0.1994
s002,6,48,0.0984,0.1507,0.0781,0.2794,0.3704,0.1252,0.174,0.1674,0.1982,0.2197
s002,6,49,0.1366,0.1172,0.0959,0.3114,0.3677,0.1718,0.0988,0.1299,0.1747,0.1828
s002,6,50,0.1296,0.1402,0.1431,0.3811,0.4279,0.1204,0.2835,0.1183,0.1977,0.2094
s002,7,1,0.287,0.1214,0.1252,0.6911,0.3592,0.1711,0.1569,0.0864,0.1993,0.2359
s002,7,2,0.2002,0.1012,0.1056,0.4465,0.9154,0.3439,0.1434,0.1164,0.1653,0.1855
s002,7,3,0.139,0.1043,0.0977,0.3093,0.3687,0.1524,0.1503,0.055,0.1942,0.1886
s002,7,4,0.1193,0.1267,0.1014,0.3681,0.439,0.2197,0.126,0.0755,0.165,0.1749
s002,7,5,0.1519,0.1022,0.1112,0.3177,0.3559,0.2128,0.1324,0.0837,0.1755,0.2079
s002,7,6,0.0998,0.1328,0.0943,0.2602,0.4012,0.1742,0.1672,0.0922,0.1965,0.1936
s002,7,7,0.1224,0.1154,0.0912,0.3135,0.4205,0.1444,0.1711,0.1452,0.1623,0.1822
s002,7,8,0.1135,0.1283,0.1096,0.3832,0.3707,0.1278,0.1482,0.4057,0.2946,0.2374
s002,7,9,0.209,0.093,0.141,0.3903,0.3849,0.1532,0.1392,0.0827,0.1668,0.2195
s002,7,10,0.1828,0.0887,0.1276,0.3365,0.3767,0.1629,0.1762,0.0573,0.1879,0.2193
s002,7,11,0.1322,0.1373,0.0991,0.4098,0.3806,0.1643,0.3249,0.2025,0.2035,0.1973
s002,7,12,0.1631,0.1209,0.1304,0.465,0.3606,0.1648,0.1561,0.075,0.192,0.2446
s002,7,13,0.143,0.1241,0.0882,0.404,0.4158,0.1252,0.15,0.1104,0.1821,0.2324
s002,7,14,0.1419,0.1368,0.0956,0.6091,0.3886,0.1931,0.1769,0.1682,0.1906,0.2116
s002,7,15,0.12,0.1481,0.0888,0.2901,0.4026,0.17,0.1239,0.1176,0.1723,0.201
s002,7,16,0.1301,0.108,0.0998,0.326,0.3735,0.1416,0.1695,0.1054,0.1845,0.2152
s002,7,17,0.2712,0.1708,0.1462,0.3874,0.4039,0.1387,0.2184,0.0051,0.2423,0.2034
s002,7,18,0.2312,0.1127,0.2061,0.6214,0.3392,0.1109,0.1957,0.0135,0.2146,0.2552
s002,7,19,0.1494,0.1045,0.1114,0.3122,0.3479,0.1321,0.1561,0.0898,0.1819,0.1781
s002,7,20,0.128,0.1247,0.103,0.2795,0.3817,0.1284,0.1743,0.0684,0.1802,0.1804
s002,7,21,0.1264,0.1299,0.0861,0.2859,0.3643,0.1291,0.1479,0.0937,0.188,0.2401
s002,7,22,0.166,0.1054,0.1666,0.3481,0.3824,0.1452,0.1532,0.0943,0.1969,0.1788
s002,7,23,0.2271,0.108,0.1289,0.2988,0.3749,0.1333,0.1455,0.1384,0.5993,0.2546
s002,7,24,0.2139,0.1194,0.0995,0.3702,0.3693,0.1427,0.144,0.0993,0.212,0.2588
s002,7,25,0.1607,0.1529,0.046,0.3236,0.3696,0.2059,0.1376,0.0753,0.1859,0.2098
s002,7,26,0.1456,0.1175,0.0942,0.2827,0.3686,0.1239,0.154,0.1046,0.1909,0.206
s002,7,27,0.1187,0.184,0.0077,0.5674,0.3984,0.1162,0.1719,0.1344,0.2003,0.2039
s002,7,28,0.1918,0.1341,0.1413,0.4073,0.411,0.0972,0.195,0.0996,0.2074,0.2395
s002,7,29,0.1351,0.1304,0.1053,0.28,0.382,0.1217,0.163,0.1201,0.2088,0.2034
s002,7,30,0.1358,0.1383,0.0473,0.3516,0.4094,0.1162,0.1809,0.1238,0.5188,0.2541
s002,7,31,0.1771,0.1243,0.1053,0.2866,0.4342,0.2281,0.1181,0.1883,0.2033,0.2685
s002,7,32,0.1577,0.1368,0.0903,0.2721,0.3881,0.1503,0.1553,0.151,0.2009,0.2329
s002,7,33,0.1079,0.1642,0.0433,0.3091,0.4071,0.1508,0.168,0.112,0.1966,0.2113
s002,7,34,0.1688,0.122,0.1425,0.3866,0.4036,0.1413,0.1664,0.0972,0.1964,0.2279
s002,7,35,0.1393,0.1383,0.0605,0.5093,0.4286,0.125,0.1421,0.1278,0.2265,0.2466
s002,7,36,0.2453,0.1412,0.1317,0.4895,0.3722,0.1297,0.1597,0.1159,0.1926,0.2176
s002,7,37,0.3,0.1275,0.5666,0.6107,0.4668,0.1304,0.131,0.0945,0.1975,0.2076
s002,7,38,0.1472,0.1418,0.1462,0.3502,0.3854,0.1276,0.1495,0.0689,0.2181,0.2152
s002,7,39,0.1411,0.151,0.0594,0.3387,0.4226,0.125,0.193,0.0304,0.2212,0.2229
s002,7,40,0.1277,0.1682,0.0863,0.3911,0.408,0.1338,0.1405,0.0985,0.1826,0.2036
s002,7,41,0.149,0.1634,0.0776,0.3204,0.4078,0.1115,0.2329,0.0011,0.4885,0.3158
s002,7,42,0.0765,0.5033,0.366,0.3146,0.5329,0.1232,0.1482,0.1236,0.4544,0.2647
s002,7,43,0.1322,0.1465,0.1254,0.3117,0.3833,0.1326,0.1761,0.099,0.1975,0.2123
s002,7,44,0.0886,0.1532,0.0824,0.608,0.4543,0.1428,0.1519,0.0972,0.1916,0.2342
s002,7,45,0.1485,0.1407,0.1051,0.3296,0.397,0.1466,0.1619,0.1038,0.1871,0.2071
s002,7,46,0.1187,0.1713,0.0782,0.3495,0.4862,0.1408,0.1337,0.1325,0.1834,0.2369
s002,7,47,0.1345,0.1286,0.1072,0.2765,0.4983,0.1693,0.1384,0.15,0.2006,0.2575
s002,7,48,0.1195,0.1346,0.0792,0.3222,0.4078,0.1954,0.1509,0.1484,0.1777,0.2303
s002,7,49,0.1277,0.1473,0.1135,0.2787,0.3488,0.146,0.1394,0.1225,0.1705,0.2313
s002,7,50,0.1393,0.1278,0.0982,0.3705,0.3824,0.1471,0.1308,0.1342,0.1731,0.2158
s002,8,1,0.3573,0.2181,0.1742,0.5207,0.4598,0.2653,0.1134,0.1888,0.3157,0.2387
s002,8,2,0.2728,0.1893,0.1051,0.4858,0.4714,0.2358,0.1236,0.1917,0.2747,0.2739
s002,8,3,0.1913,0.1109,0.1136,0.4075,0.6807,0.2621,0.1239,0.2172,0.1834,0.3185
s002,8,4,0.4312,0.1634,0.1138,0.449,0.492,0.2725,0.1231,0.1492,0.1713,0.2525
s002,8,5,0.2256,0.1199,0.1344,0.3573,0.5367,0.2093,0.1202,0.07,0.1669,0.2984
s002,8,6,0.2166,0.1272,0.1452,0.5761,0.4744,0.1719,0.1809,0.1867,0.4312,0.2702
s002,8,7,0.2109,0.1529,0.1439,0.6312,0.4287,0.2025,0.1141,0.1331,0.1583,0.2638
s002,8,8,0.1736,0.1591,0.0549,0.9202,0.8775,0.1632,0.1365,0.1038,0.2094,0.263
s002,8,9,0.2398,0.1534,0.1233,0.4331,0.4894,0.2381,0.1044,0.293,0.3214,0.3087
s002,8,10,0.1654,0.1859,0.1204,0.3959,0.4491,0.1624,0.1693,0.1547,0.1613,0.2522
s002,8,11,0.3963,0.1642,0.1629,0.5569,0.4832,0.1745,0.1656,0.1225,0.1859,0.2704
s002,8,12,0.1957,0.1389,0.132,0.2512,0.4918,0.1901,0.1699,0.0521,0.2647,0.2517
s002,8,13,0.1638,0.1648,0.1243,0.3437,0.4469,0.1827,0.164,0.1009,0.2804,0.2451
s002,8,14,0.3375,0.2056,0.1141,0.3137,0.4922,0.1801,0.2154,0.1758,0.2903,0.3108
s002,8,15,0.2188,0.1684,0.1415,0.3486,0.5094,0.1822,0.1582,0.1344,0.3291,0.2884
s002,8,16,0.2491,0.1566,0.3858,0.547,0.6372,0.2394,0.1191,0.1193,0.1854,0.2279
s002,8,17,0.2327,0.1555,0.1555,0.35,0.6485,0.1637,0.1666,0.1156,0.1547,0.4623
s002,8,18,0.2034,0.1737,0.146,0.3732,0.5741,0.1912,0.183,0.1196,0.2423,0.4899
s002,8,19,0.2393,0.1478,0.1526,0.299,0.4493,0.1964,0.1619,0.1296,0.2056,0.287
s002,8,20,0.1955,0.173,0.1001,0.3006,0.4409,0.1381,0.195,0.1679,0.2486,0.3717
s002,8,21,0.2005,0.1753,0.0927,0.2351,0.4548,0.2096,0.1265,0.1555,0.1866,0.221
s002,8,22,0.1271,0.1877,0.0934,0.5263,0.4841,0.15,0.1947,0.1547,0.1349,0.2351
s002,8,23,0.1546,0.1695,0.1838,0.331,0.4659,0.1251,0.1582,0.1236,0.199,0.4516
s002,8,24,0.2056,0.1371,0.1438,0.3689,0.7008,0.1753,0.3554,0.1349,0.1932,0.247
s002,8,25,0.3224,0.2085,0.1394,0.2649,0.4514,0.1547,0.1337,0.1001,0.1863,0.2493
s002,8,26,0.1436,0.1537,0.1481,0.3302,0.5947,0.1777,0.1492,0.1083,0.1819,0.2195
s002,8,27,0.1865,0.1555,0.1455,0.2924,0.4142,0.1143,0.1888,0.1048,0.1555,0.277
s002,8,28,0.1818,0.166,0.0839,0.327,0.4989,0.1566,0.1696,0.1164,0.2421,0.2382
s002,8,29,0.1469,0.1594,0.1491,0.3141,0.4263,0.1745,0.1698,0.1418,0.1386,0.2955
s002,8,30,0.1894,0.1465,0.1109,0.2283,0.4674,0.1578,0.1392,0.147,0.1903,0.2147
s002,8,31,0.2237,0.1457,0.1143,0.5654,0.4788,0.1483,0.1395,0.108,0.1544,0.2701
s002,8,32,0.1876,0.1642,0.128,0.2869,0.4727,0.5464,0.1458,0.1151,0.2186,0.23
s002,8,33,0.1509,0.1321,0.1404,0.3183,0.5171,0.2594,0.1334,0.1349,0.2367,0.153
s002,8,34,0.1815,0.1457,0.1151,0.2388,0.6773,0.2935,0.1642,0.1394,0.2392,0.2784
s002,8,35,0.1926,0.1838,0.1233,0.3864,0.5221,0.2273,0.1062,0.1663,0.2167,0.2211
s002,8,36,0.1498,0.1565,0.1143,0.1967,0.5537,0.1872,0.0874,0.1346,0.241,0.2749
s002,8,37,0.1733,0.1634,0.1016,0.6423,0.4058,0.2017,0.0912,0.4476,0.2742,0.3752
s002,8,38,0.1752,0.1309,0.1331,0.5579,0.6306,0.1898,0.1648,0.2236,0.2061,0.2532
s002,8,39,0.1519,0.2181,0.0917,0.6455,0.5031,0.2763,0.3532,0.1302,0.2249,0.2176
s002,8,40,0.1989,0.1553,0.1305,0.3233,0.4923,0.2897,0.2144,0.1542,0.1898,0.2562
s002,8,41,0.2169,0.1827,0.1029,0.2883,0.5234,0.1561,0.1677,0.123,0.241,0.2881
s002,8,42,0.1654,0.1547,0.1304,0.2748,0.5475,0.1824,0.183,0.0977,0.2444,0.3688
s002,8,43,0.2483,0.3648,0.1954,0.3325,0.4862,0.1999,0.1291,0.1648,0.3811,0.3092
s002,8,44,0.2103,0.1862,0.1381,0.2557,0.5308,0.1775,0.1836,0.1573,0.2273,0.3241
s002,8,45,0.2024,0.1101,0.1898,0.2684,0.502,0.2469,0.1582,0.1521,0.2043,0.2849
s002,8,46,0.2114,0.1302,0.1249,0.238,0.5008,0.2112,0.1379,0.1587,0.199,0.2971
s002,8,47,0.2662,0.1921,0.1447,0.5658,0.4965,0.1824,0.1416,0.1288,0.2439,0.3018
s002,8,48,0.175,0.1196,0.1357,0.2502,0.5221,0.1687,0.1624,0.165,0.4674,0.3048
s002,8,49,0.2126,0.1966,0.2115,0.4349,0.5582,0.1633,0.1577,0.1191,0.1758,0.314
s002,8,50,0.1889,0.1656,0.1518,0.4866,0.6834,0.5002,0.1809,0.2426,0.2246,0.5261
s003,1,1,0.2636,0.1737,0.1977,0.8302,0.4902,0.3585,0.2139,0.2234,0.3811,0.2997
s003,1,2,0.385,0.1908,0.2007,0.8698,0.5018,0.2669,0.2057,0.2365,0.2932,0.3201
s003,1,3,0.2752,0.1439,0.4033,0.6373,0.5286,0.235,0.1807,0.2104,0.2502,0.2883
s003,1,4,0.2296,0.7023,0.6574,0.5373,0.5316,0.2283,0.3044,0.1824,0.3454,0.3079
s003,1,5,0.1863,0.1584,0.5223,0.3732,1.189,0.2793,0.1935,0.1421,0.2373,0.2632
s003,1,6,0.1979,0.1523,0.1714,0.4879,0.4659,0.2515,0.135,0.1542,0.1314,0.2783
s003,1,7,0.2285,0.1594,0.2898,0.5412,1.2881,0.3078,0.1593,0.1183,0.1331,0.2702
s003,1,8,0.3878,0.1291,0.1452,0.4115,0.5381,0.2006,0.1382,0.1183,0.1581,0.2411
s003,1,9,0.2741,0.5906,0.1837,0.5613,0.4817,0.2273,0.1566,0.169,0.1114,0.3446
s003,1,10,0.6059,0.1442,0.2162,0.4418,0.4989,0.2484,0.1943,0.1529,0.1823,0.2804
s003,1,11,0.3019,0.2117,0.1853,0.3682,0.3899,0.2173,0.2213,0.0956,0.1905,0.5544
s003,1,12,0.5562,0.1494,0.1829,0.3322,0.457,0.2144,0.1859,0.1584,0.1771,0.2224
s003,1,13,0.2393,0.166,0.1824,0.3653,0.4028,0.2117,0.1885,0.1634,0.152,0.2276
s003,1,14,0.2008,0.1827,0.1782,0.4492,0.4207,0.1909,0.1426,0.1352,0.1246,0.2554
s003,1,15,0.8536,0.208,0.493,0.7497,0.3751,0.2297,0.1838,0.1164,0.1528,0.2393
s003,1,16,0.2678,0.1758,0.5288,0.3582,0.4952,0.2224,0.1323,0.1344,0.1267,0.3345
s003,1,17,0.5327,0.231,0.1666,1.0245,0.4039,0.2289,0.1601,0.0977,0.1276,0.2768
s003,1,18,0.2166,0.1829,0.2043,0.4494,0.6767,0.6649,0.1859,0.1503,0.2391,0.3105
s003,1,19,0.4335,0.1756,0.1624,0.9131,0.372,0.1946,0.1642,0.1384,0.1734,0.3013
s003,1,20,0.21,0.1402,0.1582,0.3824,0.4232,0.2194,0.2633,0.2286,0.1534,0.2327
s003,1,21,0.2027,0.15,0.1877,0.3275,0.4272,0.2315,0.1735,0.2515,0.1916,0.2575
s003,1,22,0.2135,0.1613,0.1317,0.3658,0.4455,0.2328,0.1756,0.1969,0.156,0.9442
s003,1,23,0.1857,0.178,0.6194,0.4914,0.2886,0.1814,0.1778,0.2268,0.1821,0.305
s003,1,24,0.2071,0.1391,0.1548,0.3465,0.4526,0.2162,0.1431,0.1619,0.1678,0.3441
s003,1,25,0.3762,0.1518,0.1629,0.4001,0.4123,0.2101,0.1836,0.2115,0.1623,0.2553
s003,1,26,0.2116,0.1038,0.1011,1.0347,0.2975,0.1708,0.1186,0.1592,0.1186,0.2274
s003,1,27,0.2,0.138,0.1069,0.3461,0.392,0.1901,0.1012,0.1613,0.1357,0.2472
s003,1,28,0.1599,0.1484,0.1148,0.3376,0.3628,0.198,0.0954,0.1709,0.1145,0.2406
s003,1,29,0.1799,0.1479,0.1344,0.3655,0.9227,0.3621,0.1233,0.1437,0.1379,0.2894
s003,1,30,0.2936,0.1895,0.2297,0.6499,0.3831,0.1862,0.1059,0.168,0.1056,0.215
s003,1,31,1.0091,0.132,0.2775,0.9986,0.3229,0.2271,0.14,0.1801,0.1457,0.2543
s003,1,32,0.2064,0.202,0.2268,0.3777,0.3828,0.2561,0.2001,0.155,0.1175,0.2313
s003,1,33,0.6821,0.3196,0.1568,0.7683,0.3714,0.2154,0.0819,0.1497,0.129,0.2284
s003,1,34,0.1828,0.1555,0.1402,0.4597,0.4071,0.2751,0.1406,0.1259,0.1208,0.2524
s003,1,35,0.205,0.1288,0.1341,0.327,0.3739,0.2521,0.3123,0.2183,0.1375,0.2783
s003,1,36,0.1784,0.1561,0.1151,0.2727,0.3469,0.2906,0.1535,0.1671,0.133,0.2371
s003,1,37,0.2683,0.1642,0.161,0.2922,0.3957,0.2371,0.088,0.2099,0.1523,0.2243
s003,1,38,0.1467,0.1492,0.1175,0.3589,0.3401,0.2147,0.1075,0.1764,0.1386,0.3208
s003,1,39,0.1976,0.1423,0.1299,0.3932,0.3698,0.2065,0.0711,0.1735,0.1299,0.2216
s003,1,40,0.2428,0.1378,0.113,0.2444,0.4527,0.2717,0.2004,0.1809,0.1446,0.2828
s003,1,41,0.187,0.1655,0.1391,0.2502,0.4105,0.2321,0.1376,0.1697,0.1489,0.2371
s003,1,42,0.1459,0.1729,0.1339,0.2394,0.3968,0.2171,0.14,0.1809,0.1877,0.2649
s003,1,43,0.1699,0.16,0.1254,0.295,0.3823,0.2057,0.1493,0.1563,0.1668,0.296
s003,1,44,0.1651,0.1528,0.1072,0.2914,0.4614,0.1946,0.1403,0.1296,0.1467,0.2247
s003,1,45,0.1253,0.1677,0.1088,0.25,0.4937,0.1899,0.1489,0.1288,0.1436,0.2256
s003,1,46,0.1097,0.1869,0.1666,0.4001,0.3743,0.2247,0.1445,0.1756,0.1528,0.5118
s003,1,47,0.1868,0.1877,0.2508,0.3082,0.3631,0.2368,0.216,0.1858,0.1602,0.6747
s003,1,48,0.1842,0.1325,0.1169,0.2574,0.3709,0.2084,0.1033,0.1233,0.1706,0.5362
s003,1,49,0.1759,0.1323,0.1035,0.5147,0.373,0.2083,0.126,0.1323,0.1236,0.2253
s003,1,50,0.4895,0.1468,0.1523,0.3077,0.351,0.2242,0.164,0.1853,0.1478,0.2403
s003,2,1,0.2496,0.1927,0.1597,0.4106,0.5495,0.2468,0.1725,0.146,0.1739,0.2709
s003,2,2,0.4142,0.193,0.1576,0.3831,0.5767,0.2413,0.2054,0.1141,0.1979,0.3055
s003,2,3,0.299,0.1615,0.1444,0.3898,0.5296,0.2362,0.2118,0.1754,0.1534,0.2525
s003,2,4,0.2879,0.1397,0.4445,1.0015,0.4258,0.217,0.1606,0.1395,0.1678,0.2306
s003,2,5,0.3617,0.1732,0.7598,0.5653,0.9454,0.2822,0.1669,0.1577,0.1528,0.2482
s003,2,6,0.727,0.2346,0.1384,0.3896,0.5271,0.2674,0.1423,0.1642,0.1283,0.2839
s003,2,7,0.248,0.3887,0.2663,1.2685,0.761,0.2159,0.1361,0.1236,0.1107,0.2316
s003,2,8,0.2116,0.1856,0.1766,0.4133,0.4645,0.2212,0.1313,0.1164,0.152,0.2496
s003,2,9,0.2858,0.1883,0.1344,0.3299,0.4131,0.2313,0.1191,0.117,0.1401,0.2416
s003,2,10,0.1976,0.1777,0.1853,0.3708,0.3685,0.1898,0.1146,0.141,0.1124,0.2427
s003,2,11,0.1775,0.1711,0.1376,0.3822,0.3783,0.1932,0.1571,0.0882,0.1737,0.2076
s003,2,12,0.2003,0.1487,0.1537,0.3605,0.4079,0.1941,0.1606,0.1363,0.127,0.2216
s003,2,13,0.1238,0.1737,0.1568,0.3383,0.4157,0.2376,0.0793,0.4396,0.1829,0.2303
s003,2,14,0.1633,0.14,0.1376,0.2766,0.3522,0.206,0.1307,0.135,0.1338,0.2324
s003,2,15,0.1201,0.1937,0.1376,0.2737,0.4292,0.1888,0.1171,0.1379,0.1272,0.2311
s003,2,16,0.1412,0.1685,0.1086,0.3082,0.3477,0.1748,0.1088,0.1342,0.1359,0.249
s003,2,17,0.1448,0.1441,0.1413,0.2288,0.3116,0.1668,0.0766,0.1758,0.1087,0.2388
s003,2,18,0.1258,0.1436,0.1299,0.2318,0.3224,0.1871,0.0795,0.1299,0.1449,0.2205
s003,2,19,0.1192,0.1499,0.1017,0.2507,0.4139,0.1788,0.0925,0.1202,0.1259,0.2163
s003,2,20,0.1667,0.1336,0.4386,0.417,0.3255,0.16,0.1376,0.1286,0.164,0.2277
s003,2,21,0.2048,0.1726,0.1222,0.3705,0.4638,0.2593,0.1616,0.1186,0.1465,0.2126
s003,2,22,0.1255,0.1265,0.0942,0.3128,0.3467,0.167,0.1054,0.1162,0.137,0.2356
s003,2,23,0.1525,0.1246,0.1085,0.331,0.3261,0.1626,0.1353,0.1292,0.1439,0.205
s003,2,24,0.1248,0.2146,0.1708,0.246,0.3482,0.1764,0.4181,0.1347,0.1856,0.2546
s003,2,25,0.1309,0.1381,0.0974,0.2473,0.436,0.1738,0.1659,0.1328,0.133,1.4988
s003,2,26,0.1678,0.1262,0.1515,0.2619,0.3268,0.1688,0.1492,0.1405,0.1428,0.2461
s003,2,27,0.1372,0.1394,0.1194,0.2267,0.3181,0.1571,0.1637,0.0988,0.1605,0.2181
s003,2,28,0.1158,0.1598,0.1119,0.6931,0.4067,0.1983,0.1282,0.136,0.1109,0.2287
s003,2,29,0.1195,0.1212,0.1177,0.331,0.3387,0.1854,0.1131,0.1127,0.1378,0.2287
s003,2,30,0.2113,0.1532,0.1056,0.3117,0.3126,0.1732,0.1099,0.1532,0.1302,0.2617
s003,2,31,0.0746,0.1545,0.0758,0.2991,0.287,0.164,0.0935,0.1416,0.1145,0.2129
s003,2,32,0.134,0.1497,0.09,0.2391,0.3313,0.1679,0.1051,0.1144,0.1359,0.22
s003,2,33,0.0416,0.2906,0.2949,0.6418,0.4001,0.1645,0.1178,0.08,0.1437,0.2086
s003,2,34,0.2248,0.1151,0.1336,0.2391,0.3605,0.1532,0.1202,0.0681,0.1426,0.2092
s003,2,35,0.1433,0.1513,0.1259,0.2301,0.3975,0.1726,0.1183,0.0827,0.127,0.2332
s003,2,36,0.1158,0.1413,0.1534,0.2045,0.3468,0.161,0.1134,0.1054,0.1202,0.2021
s003,2,37,0.151,0.1088,0.1666,0.1974,0.3944,0.1527,0.4042,0.1164,0.165,0.5369
s003,2,38,0.1345,0.1247,0.1297,0.1958,1.074,0.2236,0.3435,0.1415,0.1491,1.0686
s003,2,39,0.6481,0.3597,0.2392,0.1913,0.4078,0.2049,0.1237,0.1389,0.151,0.7006
s003,2,40,0.1533,0.1098,0.1537,0.2734,0.3105,0.1684,0.1188,0.1302,0.1264,0.2585
s003,2,41,0.1511,0.1423,0.1447,0.5009,0.417,0.1908,0.1453,0.127,0.1375,0.2363
s003,2,42,0.1137,0.132,0.126,0.1816,0.3591,0.1798,0.1122,0.1036,0.1492,0.2947
s003,2,43,0.1343,0.1109,0.1405,0.2027,0.3476,0.1798,0.1415,0.1507,0.1527,0.2391
s003,2,44,0.1403,0.1592,0.1273,0.2612,0.3889,0.1959,0.0853,0.1255,0.1483,0.2435
